0,0
10000,1500
15000,100
20000,2000
25500,100
30500,3000
35766,680
42765,952
48407,2028
54774,974
59407,2960
65478,1178
72804,702
79338,2119
86368,215
98205,3400
104459,1110
111459,102
116683,2912
121788,2099
124987,3150
128487,2099
131987,3150
135487,2099
138987,3150
142487,2099
145987,3150
149487,2099
152987,3150
156487,2099
159987,3150
163487,2099
172739,2380
180319,100
187691,2550
197200,2005
202731,204
212410,0
218601,2788
