1001, 0
2002, 72
3003, 214
4004, 427
5005, 711
6006, 1066
7007, 1491
8008, 1987
9009, 2548
10010, 3182
11011, 3891
12012, 4664
13014, 5512
14015, 6433
15016, 7413
16017, 8474
17018, 9458
18019, 10370
19020, 11218
20021, 11991
21022, 12695
22023, 13326
23024, 13888
24025, 14377
25026, 14796
26027, 15143
27028, 15418
28029, 15622
29030, 15754
30031, 15814
